Sub_ID,Student_ID,Country,Age_Group,Education_Level,Plan_Type,Plan_Price_USD,Sub_Start_Date,Sub_End_Date,Sub_Start_Month,Sub_Start_Year,Churned,Churn_Reason,Churn_Date,Days_Active,Renewal_Number,Revenue_USD
SUB_04067,STU_03254,India,23-27,Postgraduate,Monthly,9.99,2024-04-21,2024-05-21,2024-04,2024,No,,,30,1,9.99
SUB_04068,STU_03255,Canada,23-27,Undergraduate,Monthly,9.99,2024-03-28,2024-03-31,2024-03,2024,Yes,Found Better Alternative,2024-03-31,3,1,1.0
SUB_04069,STU_03256,United States,23-27,Undergraduate,Monthly,9.99,2022-08-28,2022-09-11,2022-08,2022,Yes,Not Useful Anymore,2022-09-11,14,1,4.66
SUB_04070,STU_03257,United States,18-22,Postgraduate,Quarterly,19.99,2023-11-28,2024-01-22,2023-11,2023,Yes,Found Better Alternative,2024-01-22,55,1,12.22
SUB_04071,STU_03258,United States,18-22,Postgraduate,Quarterly,19.99,2023-02-19,2023-05-20,2023-02,2023,No,,,90,1,19.99
SUB_04072,STU_03258,United States,18-22,Postgraduate,Quarterly,19.99,2023-05-20,2023-08-16,2023-05,2023,Yes,Not Useful Anymore,2023-08-16,88,2,19.55
SUB_04073,STU_03259,United Kingdom,18-22,Undergraduate,Monthly,9.99,2024-06-08,2024-07-05,2024-06,2024,Yes,Found Better Alternative,2024-07-05,27,1,8.99
SUB_04074,STU_03261,India,18-22,Postgraduate,Monthly,9.99,2022-11-11,2022-12-11,2022-11,2022,No,,,30,1,9.99
SUB_04075,STU_03261,India,18-22,Postgraduate,Monthly,9.99,2022-12-11,2022-12-20,2022-12,2022,Yes,Not Useful Anymore,2022-12-20,9,2,3.0
SUB_04076,STU_03262,India,18-22,Undergraduate,Quarterly,19.99,2022-11-22,2023-02-20,2022-11,2022,No,,,90,1,19.99
SUB_04077,STU_03263,United States,28+,Postgraduate,Monthly,9.99,2023-09-17,2023-10-10,2023-09,2023,Yes,Price Too High,2023-10-10,23,1,7.66
SUB_04078,STU_03264,United States,23-27,Undergraduate,Annual,59.99,2024-04-01,2024-09-02,2024-04,2024,Yes,Found Better Alternative,2024-09-02,154,1,25.31
SUB_04079,STU_03265,United Kingdom,23-27,Undergraduate,Monthly,9.99,2022-08-08,2022-09-07,2022-08,2022,No,,,30,1,9.99
SUB_04080,STU_03265,United Kingdom,23-27,Undergraduate,Monthly,9.99,2022-09-07,2022-10-07,2022-09,2022,No,,,30,2,9.99
SUB_04081,STU_03265,United Kingdom,23-27,Undergraduate,Monthly,9.99,2022-10-07,2022-11-06,2022-10,2022,No,,,30,3,9.99
SUB_04082,STU_03265,United Kingdom,23-27,Undergraduate,Monthly,9.99,2022-11-06,2022-12-06,2022-11,2022,No,,,30,4,9.99
SUB_04083,STU_03266,United States,23-27,Undergraduate,Quarterly,19.99,2024-02-01,2024-04-12,2024-02,2024,Yes,Found Better Alternative,2024-04-12,71,1,15.77
SUB_04084,STU_03267,India,18-22,Other,Annual,59.99,2024-01-16,2024-08-04,2024-01,2024,Yes,Price Too High,2024-08-04,201,1,33.04
SUB_04085,STU_03268,Canada,18-22,Undergraduate,Monthly,9.99,2023-11-29,2023-12-12,2023-11,2023,Yes,Found Better Alternative,2023-12-12,13,1,4.33
SUB_04086,STU_03269,India,18-22,Postgraduate,Monthly,9.99,2024-03-20,2024-04-19,2024-03,2024,No,,,30,1,9.99
SUB_04087,STU_03269,India,18-22,Postgraduate,Monthly,9.99,2024-04-19,2024-05-19,2024-04,2024,No,,,30,2,9.99
SUB_04088,STU_03269,India,18-22,Postgraduate,Monthly,9.99,2024-05-19,2024-06-04,2024-05,2024,Yes,Found Better Alternative,2024-06-04,16,3,5.33
SUB_04089,STU_03270,India,23-27,Undergraduate,Quarterly,19.99,2023-07-17,2023-10-15,2023-07,2023,No,,,90,1,19.99
SUB_04090,STU_03270,India,23-27,Undergraduate,Quarterly,19.99,2023-10-15,2023-10-27,2023-10,2023,Yes,Price Too High,2023-10-27,12,2,2.67
SUB_04091,STU_03271,India,23-27,PhD,Monthly,9.99,2024-02-11,2024-03-02,2024-02,2024,Yes,Price Too High,2024-03-02,20,1,6.66
SUB_04092,STU_03272,India,28+,Undergraduate,Annual,59.99,2022-12-03,2023-12-03,2022-12,2022,No,,,365,1,59.99
SUB_04093,STU_03272,India,28+,Undergraduate,Annual,59.99,2023-12-03,2024-12-02,2023-12,2023,No,,,365,2,59.99
SUB_04094,STU_03273,India,18-22,Postgraduate,Monthly,9.99,2022-08-08,2022-09-04,2022-08,2022,Yes,Found Better Alternative,2022-09-04,27,1,8.99
SUB_04095,STU_03274,India,28+,Undergraduate,Quarterly,19.99,2022-12-21,2023-03-21,2022-12,2022,No,,,90,1,19.99
SUB_04096,STU_03274,India,28+,Undergraduate,Quarterly,19.99,2023-03-21,2023-06-19,2023-03,2023,No,,,90,2,19.99
SUB_04097,STU_03275,Canada,23-27,Undergraduate,Monthly,9.99,2024-01-08,2024-01-24,2024-01,2024,Yes,Found Better Alternative,2024-01-24,16,1,5.33
SUB_04098,STU_03276,India,28+,Postgraduate,Quarterly,19.99,2023-10-31,2023-11-28,2023-10,2023,Yes,Not Useful Anymore,2023-11-28,28,1,6.22
SUB_04099,STU_03277,Canada,23-27,Undergraduate,Monthly,9.99,2023-03-14,2023-03-27,2023-03,2023,Yes,Not Useful Anymore,2023-03-27,13,1,4.33
SUB_04100,STU_03278,India,28+,Undergraduate,Monthly,9.99,2023-02-09,2023-03-11,2023-02,2023,No,,,30,1,9.99
SUB_04101,STU_03278,India,28+,Undergraduate,Monthly,9.99,2023-03-11,2023-04-10,2023-03,2023,No,,,30,2,9.99
SUB_04102,STU_03278,India,28+,Undergraduate,Monthly,9.99,2023-04-10,2023-04-24,2023-04,2023,Yes,Not Useful Anymore,2023-04-24,14,3,4.66
SUB_04103,STU_03279,India,23-27,Postgraduate,Annual,59.99,2022-06-07,2023-06-07,2022-06,2022,No,,,365,1,59.99
SUB_04104,STU_03280,Canada,23-27,Undergraduate,Monthly,9.99,2024-02-16,2024-03-03,2024-02,2024,Yes,Price Too High,2024-03-03,16,1,5.33
SUB_04105,STU_03281,India,18-22,Undergraduate,Annual,59.99,2023-06-16,2024-06-15,2023-06,2023,No,,,365,1,59.99
SUB_04106,STU_03282,United States,28+,Undergraduate,Annual,59.99,2024-01-05,2024-04-21,2024-01,2024,Yes,Price Too High,2024-04-21,107,1,17.59
SUB_04107,STU_03283,Australia,28+,Postgraduate,Monthly,9.99,2023-11-03,2023-12-03,2023-11,2023,No,,,30,1,9.99
SUB_04108,STU_03283,Australia,28+,Postgraduate,Monthly,9.99,2023-12-03,2024-01-02,2023-12,2023,No,,,30,2,9.99
SUB_04109,STU_03283,Australia,28+,Postgraduate,Monthly,9.99,2024-01-02,2024-02-01,2024-01,2024,No,,,30,3,9.99
SUB_04110,STU_03284,United Kingdom,18-22,Postgraduate,Monthly,9.99,2024-04-14,2024-04-30,2024-04,2024,Yes,Not Useful Anymore,2024-04-30,16,1,5.33
SUB_04111,STU_03286,United States,28+,Undergraduate,Quarterly,19.99,2022-10-16,2023-01-14,2022-10,2022,No,,,90,1,19.99
SUB_04112,STU_03286,United States,28+,Undergraduate,Quarterly,19.99,2023-01-14,2023-04-14,2023-01,2023,No,,,90,2,19.99
SUB_04113,STU_03287,United States,28+,PhD,Quarterly,19.99,2023-08-27,2023-11-25,2023-08,2023,No,,,90,1,19.99
SUB_04114,STU_03287,United States,28+,PhD,Quarterly,19.99,2023-11-25,2023-12-21,2023-11,2023,Yes,Found Better Alternative,2023-12-21,26,2,5.77
SUB_04115,STU_03289,India,23-27,Undergraduate,Annual,59.99,2024-02-18,2025-02-17,2024-02,2024,No,,,365,1,59.99
SUB_04116,STU_03290,India,18-22,Undergraduate,Monthly,9.99,2022-12-16,2023-01-15,2022-12,2022,No,,,30,1,9.99
SUB_04117,STU_03290,India,18-22,Undergraduate,Monthly,9.99,2023-01-15,2023-02-14,2023-01,2023,No,,,30,2,9.99
SUB_04118,STU_03291,India,18-22,Undergraduate,Annual,59.99,2023-04-19,2024-04-18,2023-04,2023,No,,,365,1,59.99
SUB_04119,STU_03292,India,23-27,Undergraduate,Monthly,9.99,2024-01-06,2024-02-02,2024-01,2024,Yes,Found Better Alternative,2024-02-02,27,1,8.99
SUB_04120,STU_03293,India,28+,Undergraduate,Monthly,9.99,2022-12-12,2023-01-11,2022-12,2022,No,,,30,1,9.99
SUB_04121,STU_03293,India,28+,Undergraduate,Monthly,9.99,2023-01-11,2023-02-01,2023-01,2023,Yes,Found Better Alternative,2023-02-01,21,2,6.99
SUB_04122,STU_03294,Others,18-22,Postgraduate,Monthly,9.99,2022-09-20,2022-10-20,2022-09,2022,No,,,30,1,9.99
SUB_04123,STU_03294,Others,18-22,Postgraduate,Monthly,9.99,2022-10-20,2022-11-19,2022-10,2022,No,,,30,2,9.99
SUB_04124,STU_03294,Others,18-22,Postgraduate,Monthly,9.99,2022-11-19,2022-12-19,2022-11,2022,No,,,30,3,9.99
SUB_04125,STU_03295,India,23-27,Undergraduate,Annual,59.99,2024-02-02,2024-08-11,2024-02,2024,Yes,Not Useful Anymore,2024-08-11,191,1,31.39
SUB_04126,STU_03296,Australia,23-27,Undergraduate,Monthly,9.99,2022-08-27,2022-09-26,2022-08,2022,No,,,30,1,9.99
SUB_04127,STU_03296,Australia,23-27,Undergraduate,Monthly,9.99,2022-09-26,2022-10-09,2022-09,2022,Yes,Found Better Alternative,2022-10-09,13,2,4.33
SUB_04128,STU_03297,United States,18-22,Undergraduate,Quarterly,19.99,2023-09-28,2023-11-11,2023-09,2023,Yes,Price Too High,2023-11-11,44,1,9.77
SUB_04129,STU_03298,India,18-22,Postgraduate,Quarterly,19.99,2024-03-03,2024-04-13,2024-03,2024,Yes,Exam Season Over,2024-04-13,41,1,9.11
SUB_04130,STU_03300,India,28+,Undergraduate,Monthly,9.99,2022-09-21,2022-10-21,2022-09,2022,No,,,30,1,9.99
SUB_04131,STU_03300,India,28+,Undergraduate,Monthly,9.99,2022-10-21,2022-11-20,2022-10,2022,No,,,30,2,9.99
SUB_04132,STU_03300,India,28+,Undergraduate,Monthly,9.99,2022-11-20,2022-12-20,2022-11,2022,No,,,30,3,9.99
SUB_04133,STU_03301,India,28+,Postgraduate,Quarterly,19.99,2022-09-02,2022-12-01,2022-09,2022,No,,,90,1,19.99
SUB_04134,STU_03302,India,18-22,Undergraduate,Monthly,9.99,2024-02-22,2024-03-13,2024-02,2024,Yes,Found Better Alternative,2024-03-13,20,1,6.66
SUB_04135,STU_03303,India,23-27,Undergraduate,Monthly,9.99,2024-04-03,2024-04-25,2024-04,2024,Yes,Exam Season Over,2024-04-25,22,1,7.33
SUB_04136,STU_03304,India,28+,PhD,Monthly,9.99,2024-06-23,2024-07-16,2024-06,2024,Yes,Found Better Alternative,2024-07-16,23,1,7.66
SUB_04137,STU_03305,United Kingdom,23-27,Undergraduate,Monthly,9.99,2024-06-08,2024-06-29,2024-06,2024,Yes,Found Better Alternative,2024-06-29,21,1,6.99
SUB_04138,STU_03307,India,18-22,Postgraduate,Quarterly,19.99,2023-12-15,2024-03-14,2023-12,2023,No,,,90,1,19.99
SUB_04139,STU_03307,India,18-22,Postgraduate,Quarterly,19.99,2024-03-14,2024-04-07,2024-03,2024,Yes,Price Too High,2024-04-07,24,2,5.33
SUB_04140,STU_03308,United States,23-27,Undergraduate,Monthly,9.99,2024-03-23,2024-04-04,2024-03,2024,Yes,Not Useful Anymore,2024-04-04,12,1,4.0
SUB_04141,STU_03309,United States,18-22,Other,Monthly,9.99,2023-11-02,2023-11-21,2023-11,2023,Yes,Found Better Alternative,2023-11-21,19,1,6.33
SUB_04142,STU_03310,United States,18-22,Undergraduate,Quarterly,19.99,2023-10-23,2024-01-21,2023-10,2023,No,,,90,1,19.99
SUB_04143,STU_03311,India,18-22,Undergraduate,Monthly,9.99,2024-05-03,2024-05-25,2024-05,2024,Yes,Not Useful Anymore,2024-05-25,22,1,7.33
SUB_04144,STU_03312,India,18-22,Undergraduate,Annual,59.99,2024-05-04,2024-09-05,2024-05,2024,Yes,Price Too High,2024-09-05,124,1,20.38
SUB_04145,STU_03313,India,23-27,Undergraduate,Annual,59.99,2022-08-06,2023-08-06,2022-08,2022,No,,,365,1,59.99
SUB_04146,STU_03314,India,18-22,Undergraduate,Monthly,9.99,2023-04-18,2023-05-15,2023-04,2023,Yes,Not Useful Anymore,2023-05-15,27,1,8.99
SUB_04147,STU_03315,United States,18-22,Other,Annual,59.99,2022-12-05,2023-12-05,2022-12,2022,No,,,365,1,59.99
SUB_04148,STU_03315,United States,18-22,Other,Annual,59.99,2023-12-05,2024-04-19,2023-12,2023,Yes,Found Better Alternative,2024-04-19,136,2,22.35
SUB_04149,STU_03316,India,23-27,Undergraduate,Quarterly,19.99,2023-07-26,2023-09-24,2023-07,2023,Yes,Not Useful Anymore,2023-09-24,60,1,13.33
SUB_04150,STU_03317,Others,18-22,Postgraduate,Annual,59.99,2023-03-13,2024-03-12,2023-03,2023,No,,,365,1,59.99
SUB_04151,STU_03317,Others,18-22,Postgraduate,Annual,59.99,2024-03-12,2025-03-12,2024-03,2024,No,,,365,2,59.99
SUB_04152,STU_03318,India,18-22,Postgraduate,Quarterly,19.99,2024-05-13,2024-06-11,2024-05,2024,Yes,Found Better Alternative,2024-06-11,29,1,6.44
SUB_04153,STU_03320,India,23-27,Postgraduate,Monthly,9.99,2024-05-31,2024-06-22,2024-05,2024,Yes,Found Better Alternative,2024-06-22,22,1,7.33
SUB_04154,STU_03321,India,18-22,Other,Annual,59.99,2024-04-06,2025-04-06,2024-04,2024,No,,,365,1,59.99
SUB_04155,STU_03322,United States,23-27,Undergraduate,Monthly,9.99,2024-05-14,2024-06-11,2024-05,2024,Yes,Found Better Alternative,2024-06-11,28,1,9.32
SUB_04156,STU_03323,United Kingdom,28+,Undergraduate,Quarterly,19.99,2023-07-15,2023-09-10,2023-07,2023,Yes,Exam Season Over,2023-09-10,57,1,12.66
SUB_04157,STU_03324,India,23-27,Undergraduate,Monthly,9.99,2023-11-21,2023-11-30,2023-11,2023,Yes,Technical Issues,2023-11-30,9,1,3.0
SUB_04158,STU_03325,India,23-27,Postgraduate,Monthly,9.99,2022-08-23,2022-09-22,2022-08,2022,No,,,30,1,9.99
SUB_04159,STU_03325,India,23-27,Postgraduate,Monthly,9.99,2022-09-22,2022-10-22,2022-09,2022,No,,,30,2,9.99
SUB_04160,STU_03326,Canada,28+,Undergraduate,Quarterly,19.99,2024-03-26,2024-05-23,2024-03,2024,Yes,Found Better Alternative,2024-05-23,58,1,12.88
SUB_04161,STU_03327,Canada,23-27,Other,Monthly,9.99,2023-10-03,2023-10-08,2023-10,2023,Yes,Other,2023-10-08,5,1,1.67
SUB_04162,STU_03328,Australia,28+,Postgraduate,Monthly,9.99,2023-03-06,2023-04-05,2023-03,2023,No,,,30,1,9.99
SUB_04163,STU_03329,United Kingdom,18-22,Other,Monthly,9.99,2023-11-19,2023-12-13,2023-11,2023,Yes,Found Better Alternative,2023-12-13,24,1,7.99
SUB_04164,STU_03331,India,18-22,Undergraduate,Monthly,9.99,2023-12-25,2024-01-11,2023-12,2023,Yes,Found Better Alternative,2024-01-11,17,1,5.66
SUB_04165,STU_03332,India,28+,Undergraduate,Monthly,9.99,2023-12-13,2023-12-26,2023-12,2023,Yes,Found Better Alternative,2023-12-26,13,1,4.33
SUB_04166,STU_03334,Canada,18-22,Postgraduate,Monthly,9.99,2022-12-10,2022-12-16,2022-12,2022,Yes,Other,2022-12-16,6,1,2.0
SUB_04167,STU_03335,Australia,23-27,Undergraduate,Quarterly,19.99,2023-08-21,2023-08-30,2023-08,2023,Yes,Found Better Alternative,2023-08-30,9,1,2.0
SUB_04168,STU_03337,United Kingdom,23-27,Undergraduate,Monthly,9.99,2022-06-23,2022-07-23,2022-06,2022,No,,,30,1,9.99
SUB_04169,STU_03337,United Kingdom,23-27,Undergraduate,Monthly,9.99,2022-07-23,2022-08-06,2022-07,2022,Yes,Not Useful Anymore,2022-08-06,14,2,4.66
SUB_04170,STU_03338,India,18-22,Postgraduate,Monthly,9.99,2022-10-15,2022-11-14,2022-10,2022,No,,,30,1,9.99
SUB_04171,STU_03338,India,18-22,Postgraduate,Monthly,9.99,2022-11-14,2022-12-14,2022-11,2022,No,,,30,2,9.99
SUB_04172,STU_03338,India,18-22,Postgraduate,Monthly,9.99,2022-12-14,2023-01-13,2022-12,2022,No,,,30,3,9.99
SUB_04173,STU_03338,India,18-22,Postgraduate,Monthly,9.99,2023-01-13,2023-02-12,2023-01,2023,No,,,30,4,9.99
SUB_04174,STU_03339,India,23-27,Undergraduate,Monthly,9.99,2023-12-26,2024-01-16,2023-12,2023,Yes,Found Better Alternative,2024-01-16,21,1,6.99
SUB_04175,STU_03340,India,23-27,Undergraduate,Monthly,9.99,2023-06-21,2023-07-11,2023-06,2023,Yes,Price Too High,2023-07-11,20,1,6.66
SUB_04176,STU_03341,United Kingdom,28+,Postgraduate,Monthly,9.99,2023-12-07,2024-01-01,2023-12,2023,Yes,Price Too High,2024-01-01,25,1,8.33
SUB_04177,STU_03342,India,23-27,Undergraduate,Annual,59.99,2022-11-03,2023-07-06,2022-11,2022,Yes,Found Better Alternative,2023-07-06,245,1,40.27
SUB_04178,STU_03343,United Kingdom,23-27,Undergraduate,Annual,59.99,2024-06-12,2025-06-12,2024-06,2024,No,,,365,1,59.99
SUB_04179,STU_03344,India,23-27,Postgraduate,Monthly,9.99,2023-09-10,2023-09-18,2023-09,2023,Yes,Found Better Alternative,2023-09-18,8,1,2.66
SUB_04180,STU_03345,India,23-27,Undergraduate,Monthly,9.99,2023-01-04,2023-02-03,2023-01,2023,No,,,30,1,9.99
SUB_04181,STU_03345,India,23-27,Undergraduate,Monthly,9.99,2023-02-03,2023-03-05,2023-02,2023,No,,,30,2,9.99
SUB_04182,STU_03345,India,23-27,Undergraduate,Monthly,9.99,2023-03-05,2023-03-18,2023-03,2023,Yes,Not Useful Anymore,2023-03-18,13,3,4.33
SUB_04183,STU_03346,Others,28+,PhD,Quarterly,19.99,2023-05-12,2023-08-10,2023-05,2023,No,,,90,1,19.99
SUB_04184,STU_03347,United States,18-22,Postgraduate,Monthly,9.99,2023-04-23,2023-05-23,2023-04,2023,No,,,30,1,9.99
SUB_04185,STU_03347,United States,18-22,Postgraduate,Monthly,9.99,2023-05-23,2023-06-22,2023-05,2023,No,,,30,2,9.99
SUB_04186,STU_03349,India,18-22,Postgraduate,Monthly,9.99,2023-07-10,2023-08-09,2023-07,2023,No,,,30,1,9.99
SUB_04187,STU_03350,Australia,23-27,Undergraduate,Annual,59.99,2023-11-22,2024-11-21,2023-11,2023,No,,,365,1,59.99
SUB_04188,STU_03351,India,23-27,Undergraduate,Quarterly,19.99,2024-02-04,2024-05-04,2024-02,2024,No,,,90,1,19.99
SUB_04189,STU_03351,India,23-27,Undergraduate,Quarterly,19.99,2024-05-04,2024-06-19,2024-05,2024,Yes,Price Too High,2024-06-19,46,2,10.22
SUB_04190,STU_03352,India,18-22,PhD,Quarterly,19.99,2023-04-18,2023-07-17,2023-04,2023,No,,,90,1,19.99
SUB_04191,STU_03353,India,18-22,Undergraduate,Monthly,9.99,2024-05-18,2024-06-17,2024-05,2024,No,,,30,1,9.99
SUB_04192,STU_03354,United States,18-22,Postgraduate,Quarterly,19.99,2023-05-25,2023-08-23,2023-05,2023,No,,,90,1,19.99
SUB_04193,STU_03355,United Kingdom,18-22,Undergraduate,Quarterly,19.99,2023-08-12,2023-11-06,2023-08,2023,Yes,Price Too High,2023-11-06,86,1,19.1
SUB_04194,STU_03356,United States,18-22,Other,Monthly,9.99,2024-01-04,2024-02-02,2024-01,2024,Yes,Not Useful Anymore,2024-02-02,29,1,9.66
SUB_04195,STU_03357,India,18-22,PhD,Monthly,9.99,2023-08-23,2023-09-19,2023-08,2023,Yes,Exam Season Over,2023-09-19,27,1,8.99
SUB_04196,STU_03358,United States,23-27,Postgraduate,Quarterly,19.99,2023-03-04,2023-05-12,2023-03,2023,Yes,Not Useful Anymore,2023-05-12,69,1,15.33
SUB_04197,STU_03359,Australia,23-27,Postgraduate,Monthly,9.99,2023-01-30,2023-03-01,2023-01,2023,No,,,30,1,9.99
SUB_04198,STU_03360,United States,28+,Postgraduate,Quarterly,19.99,2023-03-09,2023-06-07,2023-03,2023,No,,,90,1,19.99
SUB_04199,STU_03360,United States,28+,Postgraduate,Quarterly,19.99,2023-06-07,2023-09-05,2023-06,2023,No,,,90,2,19.99
SUB_04200,STU_03360,United States,28+,Postgraduate,Quarterly,19.99,2023-09-05,2023-12-04,2023-09,2023,No,,,90,3,19.99
SUB_04201,STU_03361,United States,18-22,Postgraduate,Monthly,9.99,2022-06-14,2022-07-14,2022-06,2022,No,,,30,1,9.99
SUB_04202,STU_03361,United States,18-22,Postgraduate,Monthly,9.99,2022-07-14,2022-08-13,2022-07,2022,No,,,30,2,9.99
SUB_04203,STU_03361,United States,18-22,Postgraduate,Monthly,9.99,2022-08-13,2022-09-12,2022-08,2022,No,,,30,3,9.99
SUB_04204,STU_03362,United States,18-22,Undergraduate,Quarterly,19.99,2023-12-04,2024-03-03,2023-12,2023,No,,,90,1,19.99
SUB_04205,STU_03363,India,28+,Undergraduate,Monthly,9.99,2024-06-23,2024-07-23,2024-06,2024,No,,,30,1,9.99
SUB_04206,STU_03364,India,18-22,Undergraduate,Annual,59.99,2023-10-30,2024-10-29,2023-10,2023,No,,,365,1,59.99
SUB_04207,STU_03365,Others,28+,Postgraduate,Monthly,9.99,2024-01-05,2024-01-24,2024-01,2024,Yes,Found Better Alternative,2024-01-24,19,1,6.33
SUB_04208,STU_03366,United Kingdom,23-27,Undergraduate,Quarterly,19.99,2023-04-02,2023-07-01,2023-04,2023,No,,,90,1,19.99
SUB_04209,STU_03366,United Kingdom,23-27,Undergraduate,Quarterly,19.99,2023-07-01,2023-09-29,2023-07,2023,No,,,90,2,19.99
SUB_04210,STU_03367,United Kingdom,28+,Postgraduate,Monthly,9.99,2023-11-25,2023-12-24,2023-11,2023,Yes,Price Too High,2023-12-24,29,1,9.66
SUB_04211,STU_03368,United States,28+,Undergraduate,Annual,59.99,2024-04-20,2025-04-20,2024-04,2024,No,,,365,1,59.99
SUB_04212,STU_03369,India,28+,Undergraduate,Monthly,9.99,2023-10-06,2023-10-13,2023-10,2023,Yes,Not Useful Anymore,2023-10-13,7,1,2.33
SUB_04213,STU_03370,Australia,28+,Undergraduate,Quarterly,19.99,2024-03-13,2024-06-11,2024-03,2024,No,,,90,1,19.99
SUB_04214,STU_03371,Others,18-22,Undergraduate,Quarterly,19.99,2023-08-07,2023-11-05,2023-08,2023,No,,,90,1,19.99
SUB_04215,STU_03371,Others,18-22,Undergraduate,Quarterly,19.99,2023-11-05,2024-01-06,2023-11,2023,Yes,Found Better Alternative,2024-01-06,62,2,13.77
SUB_04216,STU_03372,Others,28+,Undergraduate,Monthly,9.99,2022-12-15,2023-01-10,2022-12,2022,Yes,Price Too High,2023-01-10,26,1,8.66
SUB_04217,STU_03373,Canada,23-27,Postgraduate,Quarterly,19.99,2023-02-13,2023-05-14,2023-02,2023,No,,,90,1,19.99
SUB_04218,STU_03374,India,18-22,Undergraduate,Quarterly,19.99,2022-06-26,2022-08-08,2022-06,2022,Yes,Found Better Alternative,2022-08-08,43,1,9.55
SUB_04219,STU_03375,Canada,18-22,Postgraduate,Monthly,9.99,2024-02-04,2024-03-04,2024-02,2024,Yes,Found Better Alternative,2024-03-04,29,1,9.66
SUB_04220,STU_03376,Canada,23-27,Undergraduate,Monthly,9.99,2023-02-18,2023-03-20,2023-02,2023,No,,,30,1,9.99
SUB_04221,STU_03377,Others,28+,Undergraduate,Monthly,9.99,2022-09-20,2022-10-20,2022-09,2022,No,,,30,1,9.99
SUB_04222,STU_03377,Others,28+,Undergraduate,Monthly,9.99,2022-10-20,2022-11-19,2022-10,2022,No,,,30,2,9.99
SUB_04223,STU_03378,United States,23-27,Undergraduate,Monthly,9.99,2022-07-25,2022-08-24,2022-07,2022,No,,,30,1,9.99
SUB_04224,STU_03378,United States,23-27,Undergraduate,Monthly,9.99,2022-08-24,2022-09-23,2022-08,2022,No,,,30,2,9.99
SUB_04225,STU_03379,India,18-22,Undergraduate,Monthly,9.99,2024-01-13,2024-01-23,2024-01,2024,Yes,Found Better Alternative,2024-01-23,10,1,3.33
SUB_04226,STU_03381,India,18-22,PhD,Monthly,9.99,2022-11-25,2022-12-25,2022-11,2022,No,,,30,1,9.99
SUB_04227,STU_03381,India,18-22,PhD,Monthly,9.99,2022-12-25,2023-01-24,2022-12,2022,No,,,30,2,9.99
SUB_04228,STU_03381,India,18-22,PhD,Monthly,9.99,2023-01-24,2023-02-23,2023-01,2023,No,,,30,3,9.99
SUB_04229,STU_03381,India,18-22,PhD,Monthly,9.99,2023-02-23,2023-03-25,2023-02,2023,No,,,30,4,9.99
SUB_04230,STU_03381,India,18-22,PhD,Monthly,9.99,2023-03-25,2023-04-24,2023-03,2023,No,,,30,5,9.99
SUB_04231,STU_03382,United States,18-22,Undergraduate,Monthly,9.99,2023-07-12,2023-07-27,2023-07,2023,Yes,Price Too High,2023-07-27,15,1,5.0
SUB_04232,STU_03383,India,23-27,Undergraduate,Monthly,9.99,2023-12-28,2024-01-12,2023-12,2023,Yes,Found Better Alternative,2024-01-12,15,1,5.0
SUB_04233,STU_03384,India,18-22,Postgraduate,Quarterly,19.99,2022-07-28,2022-10-26,2022-07,2022,No,,,90,1,19.99
SUB_04234,STU_03384,India,18-22,Postgraduate,Quarterly,19.99,2022-10-26,2023-01-24,2022-10,2022,No,,,90,2,19.99
SUB_04235,STU_03384,India,18-22,Postgraduate,Quarterly,19.99,2023-01-24,2023-01-30,2023-01,2023,Yes,Exam Season Over,2023-01-30,6,3,1.33
SUB_04236,STU_03385,India,23-27,Undergraduate,Annual,59.99,2024-06-26,2024-12-21,2024-06,2024,Yes,Found Better Alternative,2024-12-21,178,1,29.26
SUB_04237,STU_03387,India,23-27,Other,Monthly,9.99,2022-11-13,2022-12-13,2022-11,2022,No,,,30,1,9.99
SUB_04238,STU_03387,India,23-27,Other,Monthly,9.99,2022-12-13,2022-12-19,2022-12,2022,Yes,Not Useful Anymore,2022-12-19,6,2,2.0
SUB_04239,STU_03388,United States,18-22,Postgraduate,Annual,59.99,2024-03-15,2024-12-17,2024-03,2024,Yes,Exam Season Over,2024-12-17,277,1,45.53
SUB_04240,STU_03389,India,23-27,Undergraduate,Monthly,9.99,2022-09-14,2022-10-14,2022-09,2022,No,,,30,1,9.99
SUB_04241,STU_03389,India,23-27,Undergraduate,Monthly,9.99,2022-10-14,2022-11-07,2022-10,2022,Yes,Not Useful Anymore,2022-11-07,24,2,7.99
SUB_04242,STU_03390,United States,23-27,Undergraduate,Annual,59.99,2022-08-18,2023-08-18,2022-08,2022,No,,,365,1,59.99
SUB_04243,STU_03391,Canada,23-27,Undergraduate,Monthly,9.99,2023-05-04,2023-06-03,2023-05,2023,No,,,30,1,9.99
SUB_04244,STU_03391,Canada,23-27,Undergraduate,Monthly,9.99,2023-06-03,2023-06-14,2023-06,2023,Yes,Not Useful Anymore,2023-06-14,11,2,3.66
SUB_04245,STU_03392,India,18-22,PhD,Quarterly,19.99,2023-11-05,2023-12-05,2023-11,2023,Yes,Technical Issues,2023-12-05,30,1,6.66
SUB_04246,STU_03393,United States,18-22,Undergraduate,Monthly,9.99,2022-06-26,2022-07-26,2022-06,2022,No,,,30,1,9.99
SUB_04247,STU_03393,United States,18-22,Undergraduate,Monthly,9.99,2022-07-26,2022-08-25,2022-07,2022,No,,,30,2,9.99
