Student_ID,Country,Age_Group,Education_Level,Acquisition_Source,Registration_Date,Registration_Month,Registration_Year,Month_Label,Is_Active
STU_02890,United States,18-22,Undergraduate,Organic Search,2023-04-20,4,2023,2023-04,0
STU_02891,India,28+,PhD,Social Media,2022-09-11,9,2022,2022-09,1
STU_02892,United States,28+,Undergraduate,Social Media,2023-11-12,11,2023,2023-11,1
STU_02893,United States,23-27,Undergraduate,Referral,2022-09-19,9,2022,2022-09,0
STU_02894,India,18-22,Postgraduate,Social Media,2022-10-09,10,2022,2022-10,1
STU_02895,Australia,18-22,Undergraduate,Referral,2022-06-14,6,2022,2022-06,0
STU_02896,United States,18-22,Undergraduate,Organic Search,2022-11-16,11,2022,2022-11,1
STU_02897,United States,18-22,Postgraduate,Paid Ad,2022-12-26,12,2022,2022-12,1
STU_02898,United States,23-27,PhD,Paid Ad,2023-05-21,5,2023,2023-05,1
STU_02899,Others,23-27,Undergraduate,Organic Search,2023-05-25,5,2023,2023-05,1
STU_02900,India,23-27,Postgraduate,Organic Search,2023-04-14,4,2023,2023-04,1
STU_02901,India,23-27,Other,Organic Search,2023-02-15,2,2023,2023-02,0
STU_02902,India,23-27,Undergraduate,Paid Ad,2023-08-14,8,2023,2023-08,1
STU_02903,Canada,18-22,Undergraduate,Organic Search,2022-12-19,12,2022,2022-12,0
STU_02904,India,23-27,Postgraduate,Referral,2023-09-02,9,2023,2023-09,1
STU_02905,United States,28+,Undergraduate,Social Media,2024-02-26,2,2024,2024-02,1
STU_02906,India,18-22,Postgraduate,Referral,2022-12-29,12,2022,2022-12,1
STU_02907,India,28+,Postgraduate,Referral,2022-07-02,7,2022,2022-07,0
STU_02908,India,18-22,Postgraduate,Social Media,2023-09-30,9,2023,2023-09,1
STU_02909,Others,28+,Undergraduate,Referral,2023-07-02,7,2023,2023-07,1
STU_02910,United States,23-27,Undergraduate,Referral,2023-07-01,7,2023,2023-07,1
STU_02911,India,28+,Undergraduate,Organic Search,2022-10-27,10,2022,2022-10,1
STU_02912,Canada,28+,Postgraduate,Referral,2022-07-07,7,2022,2022-07,1
STU_02913,Canada,18-22,Postgraduate,Paid Ad,2024-06-02,6,2024,2024-06,1
STU_02914,India,18-22,Undergraduate,Social Media,2023-08-10,8,2023,2023-08,0
STU_02915,India,18-22,Postgraduate,Social Media,2023-02-23,2,2023,2023-02,0
STU_02916,India,23-27,Undergraduate,Referral,2024-05-05,5,2024,2024-05,1
STU_02917,United States,23-27,Other,Referral,2022-06-16,6,2022,2022-06,1
STU_02918,United States,18-22,Undergraduate,Paid Ad,2024-03-21,3,2024,2024-03,1
STU_02919,United States,28+,Postgraduate,Paid Ad,2023-12-04,12,2023,2023-12,1
STU_02920,United Kingdom,28+,Postgraduate,Paid Ad,2023-11-09,11,2023,2023-11,1
STU_02921,United States,23-27,PhD,Organic Search,2023-04-19,4,2023,2023-04,0
STU_02922,India,18-22,Undergraduate,Organic Search,2024-04-28,4,2024,2024-04,1
STU_02923,United States,28+,Postgraduate,Organic Search,2024-02-03,2,2024,2024-02,1
STU_02924,Canada,23-27,Postgraduate,Organic Search,2022-12-26,12,2022,2022-12,1
STU_02925,United Kingdom,18-22,Undergraduate,Referral,2024-01-03,1,2024,2024-01,1
STU_02926,India,28+,Other,Paid Ad,2022-07-01,7,2022,2022-07,0
STU_02927,Canada,28+,Postgraduate,Paid Ad,2023-11-12,11,2023,2023-11,1
STU_02928,India,28+,Undergraduate,Organic Search,2022-10-28,10,2022,2022-10,0
STU_02929,India,23-27,Undergraduate,Paid Ad,2022-06-17,6,2022,2022-06,1
STU_02930,United States,23-27,Postgraduate,Paid Ad,2022-07-01,7,2022,2022-07,0
STU_02931,United States,18-22,Postgraduate,Social Media,2023-10-06,10,2023,2023-10,1
STU_02932,United Kingdom,18-22,Other,Organic Search,2023-06-28,6,2023,2023-06,0
STU_02933,United States,23-27,Undergraduate,Paid Ad,2023-04-23,4,2023,2023-04,1
STU_02934,India,23-27,Postgraduate,Paid Ad,2023-10-08,10,2023,2023-10,1
STU_02935,India,28+,Postgraduate,Social Media,2023-04-19,4,2023,2023-04,0
STU_02936,India,23-27,Other,Paid Ad,2022-07-06,7,2022,2022-07,0
STU_02937,India,28+,Undergraduate,Organic Search,2022-12-04,12,2022,2022-12,0
STU_02938,India,18-22,Undergraduate,Referral,2023-06-24,6,2023,2023-06,1
STU_02939,India,18-22,Undergraduate,Social Media,2024-04-15,4,2024,2024-04,1
STU_02940,India,18-22,Undergraduate,Social Media,2023-06-15,6,2023,2023-06,0
STU_02941,Others,18-22,Undergraduate,Organic Search,2023-01-17,1,2023,2023-01,1
STU_02942,India,23-27,Undergraduate,Referral,2024-01-27,1,2024,2024-01,1
STU_02943,United Kingdom,18-22,Postgraduate,Organic Search,2023-12-28,12,2023,2023-12,1
STU_02944,United States,23-27,Undergraduate,Paid Ad,2023-11-30,11,2023,2023-11,1
STU_02945,United States,23-27,Postgraduate,Paid Ad,2022-06-16,6,2022,2022-06,0
STU_02946,United States,28+,Postgraduate,Paid Ad,2022-09-30,9,2022,2022-09,0
STU_02947,India,28+,Undergraduate,Paid Ad,2023-06-08,6,2023,2023-06,0
STU_02948,United States,18-22,Postgraduate,Organic Search,2024-01-05,1,2024,2024-01,1
STU_02949,India,28+,Postgraduate,Paid Ad,2022-08-29,8,2022,2022-08,0
STU_02950,United States,23-27,PhD,Paid Ad,2024-03-08,3,2024,2024-03,1
STU_02951,United States,18-22,Other,Social Media,2022-08-20,8,2022,2022-08,1
STU_02952,Australia,23-27,Undergraduate,Paid Ad,2022-10-21,10,2022,2022-10,0
STU_02953,United States,23-27,Postgraduate,Referral,2022-09-29,9,2022,2022-09,1
STU_02954,India,18-22,Undergraduate,Paid Ad,2023-03-31,3,2023,2023-03,0
STU_02955,United States,18-22,Postgraduate,Paid Ad,2024-03-22,3,2024,2024-03,0
STU_02956,India,18-22,Postgraduate,Paid Ad,2023-08-21,8,2023,2023-08,1
STU_02957,India,28+,PhD,Social Media,2022-08-16,8,2022,2022-08,1
STU_02958,India,28+,Undergraduate,Paid Ad,2024-06-18,6,2024,2024-06,1
STU_02959,United States,28+,Undergraduate,Referral,2023-06-17,6,2023,2023-06,1
STU_02960,India,28+,Undergraduate,Social Media,2024-01-13,1,2024,2024-01,1
STU_02961,Australia,18-22,Postgraduate,Organic Search,2022-06-19,6,2022,2022-06,0
STU_02962,India,28+,Undergraduate,Organic Search,2023-05-17,5,2023,2023-05,1
STU_02963,Others,23-27,Other,Referral,2023-09-25,9,2023,2023-09,0
STU_02964,India,18-22,Postgraduate,Email Campaign,2023-03-14,3,2023,2023-03,0
STU_02965,India,18-22,Undergraduate,Organic Search,2022-12-05,12,2022,2022-12,0
STU_02966,India,28+,Other,Referral,2022-08-14,8,2022,2022-08,1
STU_02967,India,23-27,Other,Referral,2023-10-07,10,2023,2023-10,0
STU_02968,India,23-27,Other,Referral,2022-07-31,7,2022,2022-07,0
STU_02969,Others,23-27,Undergraduate,Paid Ad,2022-09-20,9,2022,2022-09,0
STU_02970,United States,18-22,PhD,Referral,2022-07-15,7,2022,2022-07,1
STU_02971,India,18-22,Undergraduate,Social Media,2024-01-05,1,2024,2024-01,1
STU_02972,India,28+,Undergraduate,Referral,2024-04-27,4,2024,2024-04,0
STU_02973,Canada,23-27,Undergraduate,Referral,2022-08-28,8,2022,2022-08,0
STU_02974,United Kingdom,18-22,Postgraduate,Paid Ad,2023-01-19,1,2023,2023-01,0
STU_02975,India,28+,Undergraduate,Paid Ad,2024-01-08,1,2024,2024-01,1
STU_02976,United Kingdom,18-22,Postgraduate,Email Campaign,2023-09-27,9,2023,2023-09,0
STU_02977,Australia,28+,Undergraduate,Organic Search,2023-11-10,11,2023,2023-11,1
STU_02978,Australia,23-27,Undergraduate,Organic Search,2023-01-05,1,2023,2023-01,1
STU_02979,United Kingdom,23-27,Undergraduate,Referral,2023-05-27,5,2023,2023-05,1
STU_02980,India,28+,Postgraduate,Paid Ad,2023-03-31,3,2023,2023-03,1
STU_02981,India,28+,Undergraduate,Organic Search,2023-02-03,2,2023,2023-02,0
STU_02982,India,23-27,Undergraduate,Paid Ad,2023-12-11,12,2023,2023-12,1
STU_02983,Others,28+,Other,Paid Ad,2024-06-04,6,2024,2024-06,1
STU_02984,India,18-22,Other,Referral,2022-11-29,11,2022,2022-11,0
STU_02985,India,18-22,Undergraduate,Organic Search,2023-04-02,4,2023,2023-04,1
STU_02986,Australia,23-27,Undergraduate,Paid Ad,2023-08-29,8,2023,2023-08,1
STU_02987,India,18-22,Undergraduate,Organic Search,2022-08-21,8,2022,2022-08,0
STU_02988,India,28+,Other,Organic Search,2024-01-30,1,2024,2024-01,1
STU_02989,United States,23-27,Postgraduate,Referral,2024-03-06,3,2024,2024-03,0
STU_02990,Others,28+,Undergraduate,Paid Ad,2022-09-11,9,2022,2022-09,1
STU_02991,Others,18-22,Undergraduate,Organic Search,2024-02-06,2,2024,2024-02,0
STU_02992,India,23-27,Undergraduate,Referral,2024-04-29,4,2024,2024-04,1
STU_02993,India,18-22,PhD,Email Campaign,2024-02-26,2,2024,2024-02,1
STU_02994,United States,28+,PhD,Referral,2022-08-25,8,2022,2022-08,1
STU_02995,United Kingdom,28+,Undergraduate,Email Campaign,2023-04-18,4,2023,2023-04,1
STU_02996,United Kingdom,23-27,Undergraduate,Organic Search,2023-08-02,8,2023,2023-08,1
STU_02997,Australia,28+,Undergraduate,Referral,2024-06-06,6,2024,2024-06,1
STU_02998,India,23-27,Postgraduate,Organic Search,2024-01-24,1,2024,2024-01,1
STU_02999,India,18-22,Undergraduate,Organic Search,2023-10-18,10,2023,2023-10,1
STU_03000,Australia,23-27,Postgraduate,Paid Ad,2022-07-21,7,2022,2022-07,1
STU_03001,United States,28+,Undergraduate,Email Campaign,2023-01-23,1,2023,2023-01,1
STU_03002,United States,28+,Postgraduate,Organic Search,2024-04-24,4,2024,2024-04,1
STU_03003,India,18-22,Undergraduate,Organic Search,2024-01-14,1,2024,2024-01,1
STU_03004,United States,23-27,Postgraduate,Organic Search,2022-07-17,7,2022,2022-07,1
STU_03005,United States,18-22,Undergraduate,Referral,2024-03-03,3,2024,2024-03,0
STU_03006,Canada,28+,Undergraduate,Referral,2024-02-22,2,2024,2024-02,1
STU_03007,United States,18-22,Undergraduate,Paid Ad,2023-06-18,6,2023,2023-06,1
STU_03008,Others,23-27,Postgraduate,Referral,2023-07-23,7,2023,2023-07,1
STU_03009,Australia,28+,Postgraduate,Organic Search,2023-08-13,8,2023,2023-08,1
STU_03010,United States,18-22,Postgraduate,Organic Search,2023-08-24,8,2023,2023-08,1
STU_03011,United States,18-22,PhD,Organic Search,2023-03-01,3,2023,2023-03,1
STU_03012,India,23-27,Other,Social Media,2023-03-23,3,2023,2023-03,1
STU_03013,United States,18-22,PhD,Organic Search,2023-07-08,7,2023,2023-07,1
STU_03014,India,18-22,Undergraduate,Paid Ad,2023-01-10,1,2023,2023-01,0
STU_03015,India,28+,Undergraduate,Organic Search,2023-04-17,4,2023,2023-04,1
STU_03016,United States,23-27,Postgraduate,Paid Ad,2022-12-06,12,2022,2022-12,0
STU_03017,United Kingdom,18-22,PhD,Organic Search,2023-01-11,1,2023,2023-01,0
STU_03018,United States,23-27,PhD,Social Media,2022-07-03,7,2022,2022-07,1
STU_03019,India,23-27,Postgraduate,Social Media,2023-02-06,2,2023,2023-02,1
STU_03020,India,28+,Undergraduate,Paid Ad,2023-02-04,2,2023,2023-02,1
STU_03021,United States,18-22,PhD,Organic Search,2022-10-18,10,2022,2022-10,0
STU_03022,India,28+,Postgraduate,Referral,2023-09-11,9,2023,2023-09,1
STU_03023,Canada,28+,Undergraduate,Paid Ad,2023-04-28,4,2023,2023-04,0
STU_03024,India,18-22,Undergraduate,Social Media,2023-08-08,8,2023,2023-08,1
STU_03025,United Kingdom,28+,Undergraduate,Paid Ad,2022-12-01,12,2022,2022-12,1
STU_03026,India,28+,PhD,Referral,2022-08-19,8,2022,2022-08,1
STU_03027,India,28+,PhD,Organic Search,2023-08-30,8,2023,2023-08,0
STU_03028,India,18-22,Other,Organic Search,2022-06-07,6,2022,2022-06,0
STU_03029,United States,18-22,Other,Paid Ad,2024-06-12,6,2024,2024-06,1
STU_03030,Australia,23-27,Postgraduate,Paid Ad,2024-01-08,1,2024,2024-01,1
STU_03031,United States,18-22,Undergraduate,Paid Ad,2022-09-23,9,2022,2022-09,1
STU_03032,Canada,23-27,Undergraduate,Email Campaign,2024-01-24,1,2024,2024-01,1
STU_03033,India,23-27,Undergraduate,Organic Search,2024-05-08,5,2024,2024-05,0
STU_03034,Australia,23-27,Postgraduate,Referral,2023-05-14,5,2023,2023-05,0
STU_03035,United States,18-22,Other,Paid Ad,2022-08-08,8,2022,2022-08,0
STU_03036,United Kingdom,18-22,Other,Organic Search,2022-11-24,11,2022,2022-11,1
STU_03037,Others,18-22,Postgraduate,Paid Ad,2022-09-07,9,2022,2022-09,1
STU_03038,United States,23-27,Postgraduate,Referral,2022-11-29,11,2022,2022-11,0
STU_03039,India,28+,Undergraduate,Organic Search,2023-01-21,1,2023,2023-01,1
STU_03040,United States,23-27,Other,Social Media,2023-03-13,3,2023,2023-03,0
STU_03041,India,28+,Undergraduate,Referral,2022-08-07,8,2022,2022-08,1
STU_03042,United States,23-27,Postgraduate,Organic Search,2022-06-11,6,2022,2022-06,0
STU_03043,India,23-27,Undergraduate,Social Media,2022-07-22,7,2022,2022-07,1
STU_03044,United States,28+,Undergraduate,Social Media,2023-08-24,8,2023,2023-08,1
STU_03045,India,28+,Postgraduate,Paid Ad,2024-06-05,6,2024,2024-06,1
STU_03046,India,18-22,Undergraduate,Email Campaign,2022-07-19,7,2022,2022-07,1
STU_03047,United Kingdom,18-22,PhD,Paid Ad,2024-06-02,6,2024,2024-06,1
STU_03048,India,23-27,Undergraduate,Organic Search,2024-01-20,1,2024,2024-01,1
STU_03049,Others,18-22,Postgraduate,Social Media,2022-11-13,11,2022,2022-11,0
STU_03050,United States,18-22,Postgraduate,Social Media,2022-08-15,8,2022,2022-08,1
STU_03051,India,28+,Undergraduate,Organic Search,2023-11-26,11,2023,2023-11,0
STU_03052,United Kingdom,18-22,Undergraduate,Organic Search,2023-12-07,12,2023,2023-12,1
STU_03053,Australia,18-22,Undergraduate,Organic Search,2022-12-25,12,2022,2022-12,1
STU_03054,Others,18-22,Other,Paid Ad,2023-06-13,6,2023,2023-06,0
STU_03055,India,23-27,Other,Organic Search,2022-07-12,7,2022,2022-07,1
STU_03056,India,18-22,Postgraduate,Referral,2023-07-09,7,2023,2023-07,0
STU_03057,United States,18-22,Undergraduate,Email Campaign,2023-04-04,4,2023,2023-04,0
STU_03058,United Kingdom,23-27,Postgraduate,Organic Search,2024-02-10,2,2024,2024-02,1
STU_03059,India,23-27,Undergraduate,Organic Search,2024-02-10,2,2024,2024-02,1
STU_03060,India,28+,Undergraduate,Referral,2022-09-29,9,2022,2022-09,0
STU_03061,India,23-27,Postgraduate,Organic Search,2024-06-26,6,2024,2024-06,1
STU_03062,United States,23-27,PhD,Organic Search,2024-04-26,4,2024,2024-04,1
STU_03063,Others,23-27,Postgraduate,Email Campaign,2024-01-30,1,2024,2024-01,1
STU_03064,United States,28+,Postgraduate,Referral,2023-02-01,2,2023,2023-02,0
STU_03065,India,18-22,Undergraduate,Organic Search,2023-06-25,6,2023,2023-06,1
STU_03066,Australia,28+,Undergraduate,Paid Ad,2023-03-16,3,2023,2023-03,1
STU_03067,India,18-22,Other,Email Campaign,2023-11-27,11,2023,2023-11,1
STU_03068,India,18-22,PhD,Social Media,2024-05-07,5,2024,2024-05,1
STU_03069,India,28+,Undergraduate,Social Media,2023-07-21,7,2023,2023-07,0
STU_03070,Australia,23-27,Undergraduate,Organic Search,2023-07-05,7,2023,2023-07,1
STU_03071,United States,23-27,Other,Referral,2024-01-22,1,2024,2024-01,0
STU_03072,India,18-22,Other,Paid Ad,2024-03-12,3,2024,2024-03,1
STU_03073,India,28+,Postgraduate,Paid Ad,2023-03-05,3,2023,2023-03,0
STU_03074,India,28+,Undergraduate,Organic Search,2022-08-05,8,2022,2022-08,1
STU_03075,United States,28+,Postgraduate,Email Campaign,2022-06-23,6,2022,2022-06,0
STU_03076,United States,28+,Undergraduate,Paid Ad,2023-04-10,4,2023,2023-04,1
STU_03077,United States,18-22,PhD,Organic Search,2023-06-16,6,2023,2023-06,0
STU_03078,India,28+,Undergraduate,Organic Search,2023-02-01,2,2023,2023-02,0
STU_03079,Others,18-22,Undergraduate,Email Campaign,2024-01-24,1,2024,2024-01,1
STU_03080,Others,23-27,Postgraduate,Organic Search,2024-04-14,4,2024,2024-04,0
STU_03081,United Kingdom,18-22,Undergraduate,Organic Search,2023-07-31,7,2023,2023-07,1
STU_03082,United States,18-22,Postgraduate,Paid Ad,2022-07-28,7,2022,2022-07,1
STU_03083,Australia,18-22,Postgraduate,Referral,2024-04-28,4,2024,2024-04,1
STU_03084,United Kingdom,28+,Undergraduate,Organic Search,2023-11-26,11,2023,2023-11,1
STU_03085,India,28+,Postgraduate,Organic Search,2023-12-15,12,2023,2023-12,1
STU_03086,India,28+,Undergraduate,Social Media,2024-04-04,4,2024,2024-04,0
STU_03087,India,23-27,PhD,Paid Ad,2023-02-21,2,2023,2023-02,1
STU_03088,United States,18-22,Postgraduate,Social Media,2022-12-16,12,2022,2022-12,1
STU_03089,India,18-22,Postgraduate,Organic Search,2023-11-24,11,2023,2023-11,0
STU_03090,United States,23-27,Undergraduate,Organic Search,2023-09-17,9,2023,2023-09,1
STU_03091,India,18-22,Undergraduate,Social Media,2023-09-23,9,2023,2023-09,0
STU_03092,United States,28+,PhD,Email Campaign,2024-03-06,3,2024,2024-03,1
STU_03093,India,23-27,Other,Organic Search,2023-06-12,6,2023,2023-06,0
STU_03094,Canada,18-22,Undergraduate,Organic Search,2023-10-09,10,2023,2023-10,1
STU_03095,Canada,18-22,Undergraduate,Referral,2024-04-09,4,2024,2024-04,1
STU_03096,United States,18-22,Other,Referral,2024-01-09,1,2024,2024-01,1
STU_03097,United States,23-27,Undergraduate,Organic Search,2024-03-04,3,2024,2024-03,1
STU_03098,United States,18-22,Undergraduate,Referral,2023-06-23,6,2023,2023-06,1
STU_03099,India,23-27,Postgraduate,Referral,2024-06-08,6,2024,2024-06,1
STU_03100,India,23-27,Other,Paid Ad,2023-02-08,2,2023,2023-02,0
STU_03101,United States,28+,Undergraduate,Organic Search,2024-04-06,4,2024,2024-04,1
STU_03102,India,23-27,PhD,Referral,2023-08-28,8,2023,2023-08,1
STU_03103,India,23-27,Postgraduate,Social Media,2023-03-22,3,2023,2023-03,0
STU_03104,India,18-22,Undergraduate,Paid Ad,2023-05-29,5,2023,2023-05,0
STU_03105,India,28+,Postgraduate,Paid Ad,2023-09-24,9,2023,2023-09,1
STU_03106,United States,23-27,Undergraduate,Paid Ad,2023-07-04,7,2023,2023-07,1
STU_03107,India,18-22,Undergraduate,Organic Search,2022-12-22,12,2022,2022-12,1
STU_03108,Canada,28+,Postgraduate,Social Media,2024-03-22,3,2024,2024-03,1
STU_03109,United States,18-22,Undergraduate,Social Media,2023-12-26,12,2023,2023-12,1
STU_03110,India,23-27,Undergraduate,Social Media,2024-03-07,3,2024,2024-03,0
STU_03111,India,18-22,Undergraduate,Organic Search,2023-10-03,10,2023,2023-10,0
STU_03112,Others,28+,Undergraduate,Organic Search,2023-01-08,1,2023,2023-01,0
STU_03113,United States,23-27,Undergraduate,Email Campaign,2022-06-18,6,2022,2022-06,1
STU_03114,Canada,23-27,Postgraduate,Referral,2024-04-17,4,2024,2024-04,1
STU_03115,India,28+,Undergraduate,Paid Ad,2022-12-06,12,2022,2022-12,0
STU_03116,Others,18-22,Undergraduate,Organic Search,2024-02-23,2,2024,2024-02,1
STU_03117,United Kingdom,23-27,Postgraduate,Organic Search,2024-03-12,3,2024,2024-03,1
STU_03118,India,18-22,Postgraduate,Organic Search,2023-11-27,11,2023,2023-11,0
STU_03119,United States,18-22,PhD,Email Campaign,2022-06-07,6,2022,2022-06,0
STU_03120,United States,18-22,PhD,Organic Search,2024-03-30,3,2024,2024-03,0
STU_03121,India,18-22,Postgraduate,Referral,2022-11-26,11,2022,2022-11,1
STU_03122,United States,18-22,Undergraduate,Referral,2024-06-07,6,2024,2024-06,0
STU_03123,India,18-22,Undergraduate,Organic Search,2022-07-17,7,2022,2022-07,0
STU_03124,India,18-22,Postgraduate,Organic Search,2022-08-08,8,2022,2022-08,0
STU_03125,India,18-22,Undergraduate,Email Campaign,2024-04-20,4,2024,2024-04,1
STU_03126,India,28+,Postgraduate,Paid Ad,2024-06-08,6,2024,2024-06,1
STU_03127,India,28+,PhD,Organic Search,2022-12-07,12,2022,2022-12,1
STU_03128,United States,18-22,PhD,Paid Ad,2022-11-10,11,2022,2022-11,1
STU_03129,India,18-22,Other,Paid Ad,2024-04-08,4,2024,2024-04,0
STU_03130,Australia,23-27,Undergraduate,Paid Ad,2023-08-15,8,2023,2023-08,1
STU_03131,United States,23-27,Undergraduate,Organic Search,2022-07-08,7,2022,2022-07,1
STU_03132,India,23-27,Other,Organic Search,2023-10-09,10,2023,2023-10,1
STU_03133,United States,18-22,Other,Referral,2023-07-04,7,2023,2023-07,0
STU_03134,United States,23-27,Undergraduate,Organic Search,2023-11-30,11,2023,2023-11,1
STU_03135,Australia,23-27,Other,Referral,2022-12-30,12,2022,2022-12,1
STU_03136,United States,23-27,Undergraduate,Organic Search,2022-09-27,9,2022,2022-09,1
STU_03137,United States,23-27,Postgraduate,Organic Search,2023-11-07,11,2023,2023-11,1
STU_03138,India,23-27,Undergraduate,Organic Search,2022-07-17,7,2022,2022-07,1
STU_03139,India,18-22,Postgraduate,Referral,2023-06-23,6,2023,2023-06,1
STU_03140,United States,18-22,Undergraduate,Paid Ad,2022-06-08,6,2022,2022-06,1
STU_03141,United States,23-27,Undergraduate,Organic Search,2023-04-13,4,2023,2023-04,1
STU_03142,Australia,28+,Undergraduate,Social Media,2023-09-04,9,2023,2023-09,1
STU_03143,India,28+,Undergraduate,Organic Search,2023-05-22,5,2023,2023-05,1
STU_03144,India,23-27,Undergraduate,Organic Search,2023-02-06,2,2023,2023-02,0
STU_03145,United States,23-27,Other,Paid Ad,2023-03-06,3,2023,2023-03,1
STU_03146,United States,18-22,Postgraduate,Paid Ad,2024-03-12,3,2024,2024-03,1
STU_03147,United States,23-27,Postgraduate,Organic Search,2022-07-21,7,2022,2022-07,1
STU_03148,United States,23-27,Postgraduate,Paid Ad,2022-11-13,11,2022,2022-11,1
STU_03149,Canada,23-27,Other,Referral,2022-08-20,8,2022,2022-08,0
STU_03150,United Kingdom,23-27,Undergraduate,Organic Search,2024-01-05,1,2024,2024-01,1
STU_03151,India,18-22,Undergraduate,Social Media,2023-02-09,2,2023,2023-02,0
STU_03152,India,18-22,Undergraduate,Social Media,2023-01-13,1,2023,2023-01,0
STU_03153,United States,23-27,Undergraduate,Referral,2023-07-11,7,2023,2023-07,0
STU_03154,India,23-27,Undergraduate,Social Media,2023-02-20,2,2023,2023-02,0
STU_03155,India,23-27,PhD,Referral,2023-02-26,2,2023,2023-02,1
STU_03156,India,18-22,Undergraduate,Referral,2023-01-16,1,2023,2023-01,1
STU_03157,Others,23-27,Postgraduate,Referral,2023-01-10,1,2023,2023-01,1
STU_03158,India,18-22,Other,Email Campaign,2023-03-04,3,2023,2023-03,0
STU_03159,India,23-27,Undergraduate,Paid Ad,2023-08-31,8,2023,2023-08,1
STU_03160,India,28+,Undergraduate,Organic Search,2023-05-01,5,2023,2023-05,0
STU_03161,India,23-27,Postgraduate,Social Media,2023-07-28,7,2023,2023-07,1
STU_03162,India,18-22,Postgraduate,Social Media,2023-02-06,2,2023,2023-02,1
STU_03163,India,23-27,Postgraduate,Social Media,2022-08-05,8,2022,2022-08,1
STU_03164,Canada,18-22,Postgraduate,Organic Search,2024-06-24,6,2024,2024-06,0
STU_03165,Canada,28+,Postgraduate,Paid Ad,2023-05-08,5,2023,2023-05,1
STU_03166,India,23-27,Undergraduate,Organic Search,2024-01-18,1,2024,2024-01,0
STU_03167,Australia,23-27,Other,Organic Search,2022-08-20,8,2022,2022-08,1
STU_03168,India,23-27,Undergraduate,Organic Search,2023-04-02,4,2023,2023-04,1
STU_03169,United States,18-22,Undergraduate,Social Media,2023-12-08,12,2023,2023-12,1
STU_03170,India,23-27,Undergraduate,Social Media,2023-07-23,7,2023,2023-07,1
STU_03171,India,18-22,Undergraduate,Organic Search,2023-09-12,9,2023,2023-09,1
STU_03172,United States,23-27,Postgraduate,Referral,2024-04-10,4,2024,2024-04,0
STU_03173,United Kingdom,23-27,Undergraduate,Paid Ad,2023-07-11,7,2023,2023-07,0
STU_03174,India,23-27,Undergraduate,Social Media,2024-03-28,3,2024,2024-03,1
STU_03175,Others,18-22,PhD,Organic Search,2024-01-18,1,2024,2024-01,1
STU_03176,India,18-22,Undergraduate,Organic Search,2023-10-12,10,2023,2023-10,1
STU_03177,Canada,18-22,Undergraduate,Referral,2022-12-30,12,2022,2022-12,0
STU_03178,India,28+,Postgraduate,Organic Search,2022-07-19,7,2022,2022-07,1
STU_03179,India,18-22,PhD,Email Campaign,2022-12-03,12,2022,2022-12,1
STU_03180,India,28+,Postgraduate,Organic Search,2022-12-23,12,2022,2022-12,1
STU_03181,India,23-27,Undergraduate,Organic Search,2022-10-16,10,2022,2022-10,1
STU_03182,India,18-22,Undergraduate,Organic Search,2022-06-23,6,2022,2022-06,0
STU_03183,Australia,23-27,Undergraduate,Social Media,2024-04-17,4,2024,2024-04,1
STU_03184,India,23-27,Postgraduate,Referral,2023-08-12,8,2023,2023-08,1
STU_03185,India,23-27,Undergraduate,Organic Search,2022-07-29,7,2022,2022-07,0
STU_03186,United States,23-27,Undergraduate,Paid Ad,2023-01-23,1,2023,2023-01,1
STU_03187,India,28+,Postgraduate,Organic Search,2023-01-08,1,2023,2023-01,1
STU_03188,India,28+,Postgraduate,Referral,2023-09-13,9,2023,2023-09,0
STU_03189,India,23-27,Other,Referral,2022-06-17,6,2022,2022-06,1
STU_03190,Canada,18-22,PhD,Referral,2022-07-24,7,2022,2022-07,0
STU_03191,United States,23-27,Postgraduate,Email Campaign,2023-02-21,2,2023,2023-02,0
STU_03192,United States,23-27,Undergraduate,Organic Search,2023-10-01,10,2023,2023-10,1
STU_03193,Australia,18-22,Undergraduate,Paid Ad,2024-02-06,2,2024,2024-02,1
STU_03194,United States,28+,Undergraduate,Referral,2023-01-19,1,2023,2023-01,0
STU_03195,United States,28+,Undergraduate,Organic Search,2023-05-14,5,2023,2023-05,1
STU_03196,United Kingdom,18-22,Undergraduate,Paid Ad,2024-01-20,1,2024,2024-01,1
STU_03197,United States,18-22,Undergraduate,Organic Search,2023-11-02,11,2023,2023-11,1
STU_03198,United Kingdom,18-22,Undergraduate,Organic Search,2024-01-09,1,2024,2024-01,1
STU_03199,India,23-27,Postgraduate,Organic Search,2022-07-19,7,2022,2022-07,1
STU_03200,United States,28+,Postgraduate,Organic Search,2024-05-05,5,2024,2024-05,0
STU_03201,United States,18-22,PhD,Organic Search,2022-08-15,8,2022,2022-08,1
STU_03202,Australia,23-27,Undergraduate,Paid Ad,2024-03-06,3,2024,2024-03,1
STU_03203,United States,18-22,Undergraduate,Social Media,2023-02-13,2,2023,2023-02,0
STU_03204,India,18-22,Other,Email Campaign,2023-10-19,10,2023,2023-10,1
STU_03205,India,23-27,Undergraduate,Paid Ad,2023-02-11,2,2023,2023-02,1
STU_03206,India,18-22,Postgraduate,Referral,2022-10-26,10,2022,2022-10,1
STU_03207,India,28+,Other,Referral,2024-03-23,3,2024,2024-03,1
STU_03208,United Kingdom,18-22,Undergraduate,Organic Search,2023-12-05,12,2023,2023-12,0
